text,rating,date,sentiment,cluster,cluster_label
"Just glad my car not the same as the app. The app just work to download and create acount, but not work at all. Could not log on even once.",1,2021-05-04 07:56:15,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Had to upgrade to this app this morning and at first was ok. Now it is showing the wrong vehicle. Made my heart flutter because it told me my car was unlocked in France. But when I looked out of the window it was still outside my house in England. There are obviously some serious bugs in this app.,1,2021-05-04 00:18:16,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
App wont start,1,2021-05-03 14:33:45,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
All has been fine until I had to relog in today. I noticed my car location was half the country away(when I was in it) then scrolled down to see someone else's car model vin mileage and location on my profile? This is a data leak and against GDPR I would have thought?,1,2021-05-03 12:23:51,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Tried sending routes to the car multiple times but it has never worked. The other discontinued app used to work fine...,1,2021-05-02 15:23:21,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"Suddenly my vehicle disappeared, when i try to add it says it already exists try restarting app, did couple of times same issue.",1,2021-05-02 12:31:40,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
who should i contact if i cant add my car by vin? mail please,1,2021-05-02 01:34:11,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Constantly having technical issues and will not open saying come back in 5 minutes,1,2021-05-01 13:22:30,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Not compatible with Samsung S8 ... The old My BMW app is due to be discontinued and advised to use the new one ... which says ""not compatible with your device"" ... Samsung S8 on Android 9 ... because Samsung won't update this model. So USELESS new app development as far as I'm concerned. And a step backwards for 30% of Android phone users worldwide who are stuck on Pie. 🙄",1,2021-04-30 17:52:43,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Very much worse than the old ConnectedDrive app,1,2021-04-29 14:13:13,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
App just shows white screen then off after uninstalled it and installed it again still same error on my Android Nokia C1,1,2021-04-29 12:12:27,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
I would give this app no star if I could the app is rubbish.....,1,2021-04-27 10:20:51,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Why would you remove functionality from the app? You can no longer sound your horn from the app which was useful. Also I have just paid to extend remote 3d view which is no longer available. How can you take away a paid for feature?,1,2021-04-26 16:21:33,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Not as reliable as id hoped... for example... battery charging : says 19% charged which according to the app equals 'no electric miles'. Placing the car on charge doesn't always register on the app despite a strong WiFi signal etc.. overall poor,2,2021-04-26 10:03:30,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Doesn't work.,1,2021-04-26 02:11:18,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
Very poor. Worked until a few weeks ago then wouldn't open. Not a good advert for BMW. Old BMW connected app still works allowing me to access destinations etc. Are BMW doing anything about this as they don't appear to have posted anything about problems to users. Again poor show!,1,2021-04-24 22:56:28,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Crashes as soon as it authenticates.,1,2021-04-24 06:08:42,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Really liked the connected drive app, this one is not good it doesn't tell the correct location.. with the connected drive it would say location cannot be determined while vehicle is driving but this doesn't say just shows the previous location",1,2021-04-23 13:46:37,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Where's Remote 3D view I can't find it in the new app.,2,2021-04-23 00:26:42,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Just read all the reviews and admit BMW are a rip off. I was told I had to purchase a package when basic remote is free. Never worked after paying £99 so demanded a refund. A different excuse from each customer service rep. In a nutshell I expect better from a brand such as BMW. Another money grab from BMW. Hence to say I will not be buying another BMW so well done!,1,2021-04-22 20:18:00,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
The app seems like a better looking version of the previous one (BMW Connect) but still as useless and full of bugs. It puzzles me that someone decides to release an app that doesn't do the basics that it promises. I've been trying to send a destination to my car and it works 1 out of 15 times. Sometimes a destination I have entered pops up 2 weeks after randomly. This could be a great app if it actually worked.,1,2021-04-22 15:31:55,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"Just paid for BMW connect and installed app ..... initially loaded car details and was fine. Now won't load car details, won't allow me to send navigation information and basically allow me to use any of the functionality I just paid for ..... very disappointed",1,2021-04-22 15:12:10,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Have to login again every day now on Samsung s21. Have gone back to old app.,1,2021-04-22 09:30:07,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"The initial bugs of this new app will most surely be ironed. I understand the concept, but it could be better. Seems more complex (and thus slower to use) than it should",2,2021-04-22 09:17:05,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
BMW should be embarrassed. Pitiful app.,1,2021-04-22 04:23:00,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Locating my vehicle takes years. The previous app was better. Fix the bugs please.,1,2021-04-22 03:03:01,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Please add option to display information using the metric system,2,2021-04-21 22:25:41,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
I really miss the remote 3d function. And old Connected App. is much more intuitive. Pity...,2,2021-04-21 10:00:53,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"Doesn't have a start, stop function for charging my i3s",1,2021-04-20 16:22:14,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
The app does not work with my Blackberry android 'phone. It appears to load but then crashes on usage. The now to be discontinued BMW app works so why not the new one?,1,2021-04-20 08:34:39,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
So many errors and try again pop iups gave up,1,2021-04-19 19:57:46,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Just installed it, ran and getting ""My BMW has stopped"". Won't open, won't do anything. Tried uninstalling and retrying, no good. I think the word we're looking for is OMNISHAMBLES. How come such a great car maker(supposedly) can't roll out working software apps that 12 year old could probably do? I'd give zero stars but that isn't an option.",1,2021-04-19 18:32:51,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Keeps closing,1,2021-04-19 13:25:44,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Like many others have said, this app does not load on any of my three android phones. Please do not remove BMW Connect, as previously declared, until this is sorted!",1,2021-04-19 09:20:40,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"Actually it doesn't even deserve a single star. This app doesn't want to open , basically this app doesn't work",1,2021-04-18 18:07:05,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"The apps only in milage , why cant change to kilometer.",2,2021-04-18 14:48:48,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
Uncolourful or bland Display Remote Horn feature not present. Was in previous app..,2,2021-04-18 07:02:13,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"Refuses to work unless location services are enabled, if permission was granted to use them. The old BMW Connected app was happy with location services disabled.",1,2021-04-17 09:07:57,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
App keeps stopping dont even open after it's been installed.,1,2021-04-17 06:45:48,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"Suddenly stopped working, reporting I have no or a slow internet connection when the connection is fine.",1,2021-04-16 20:43:52,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
The app keeps crashing. Cannot use it,1,2021-04-16 17:47:29,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Lots of glitches in the app. Also my subscribed services is not showing in the app,1,2021-04-16 17:01:49,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
Cannot be used,1,2021-04-16 14:53:01,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Utterly useless, have uninstalled and reinstalled several times over the last month as BMW keep telling me to install it. Just does not work at all, white screen and an error message. Not good, hope connected app is going to remain until this is fixed?",1,2021-04-16 14:24:49,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
"bad experience, keep show technical error and failed log in, please fix your app first before launch",1,2021-04-16 07:34:58,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
It just doesn't work. I can't even open the app.,1,2021-04-15 21:06:07,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"BMW Connected shows eDRIVE statistics in a middle tab between REMOTE and INFO but this is nowhere to be found in the My BMW app. eDRIVE shows very useful information such as ""Electric distance driven (since last charge)"" and if My BMW is to replace Connected it's really important that this feature is made available.",2,2021-04-15 18:22:14,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
An updated app thats worse than the one we had. Why!.,1,2021-04-15 18:07:41,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"Sinds de laatste update is de app helemaal niet meer te gebruiken zonder dat je je locatie aan hebt staan. Na klikken op ""No thanks"" gaat de app niet verder. Jammer.",1,2021-04-14 13:40:56,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
"Another example of poor preparation by BMW 2. Everytime I try to sign into the new App I still get an error message. Heard nothing back from BMW after my first review, but still getting requests to sign in to new App MyBMW. Tried again now 2 weeks later (14 April). Still getting same error messages. New App transfer management is clearly a fiasco.",1,2021-04-14 02:13:55,negative,4,"Here are some of the most common issue labels that can be extracted from your text:

1. **Crashes**: The app crashes frequently, especially when opening or trying to use certain features.
2. **Login Issues**: Users experience difficulties logging in to their accounts, with the app asking for full login information multiple times.
3. **Inconsistent Navigation**: Navigating through the app can be frustrating due to inconsistent navigation and wrong date formatting.
4. **Map Issues**: The map feature is unreliable, sometimes disappearing or not loading correctly.
5. **Redirections**: Users are redirected to the website instead of being able to use the app features seamlessly.
6. **Forgetful Logins**: The app forgets login credentials periodically, requiring users to log in again.
7. **Unreliable Service Scheduling**: Users cannot schedule services from the app as expected, leading to frustration.
8. **Slow Performance**: The app is slow to respond and load, making it difficult to use.

Please note that these labels are based on my understanding of your text and may not accurately represent all the issues reported by users."
"Registrierung funktioniert nicht, da der Registrieren-Button inaktiv ist (trotz korrekter Daten und einem Kennwort, dass den Kennwortregeln entspricht).",1,2021-04-13 23:34:42,negative,3,"After analyzing the text, I found that one of the most common issues mentioned across all the reviews is:

**Login Issues**

This label fits well because many users reported struggling with login-related problems, such as needing to re-enter their credentials frequently, losing login data, or experiencing errors when trying to log in."
Never opened once,1,2021-04-12 17:49:20,negative,2,"Based on your request, I've analyzed the issues mentioned by users and extracted one issue label that accurately describes the most common problem:

**Login Issues**

This label encompasses various login-related problems, including:

* Constantly being logged out
* Unable to log in due to technical errors or invalid credentials
* Issues with password recovery or reset
* Problems connecting to the car's system

These issues were mentioned by many users throughout their comments."
"Installed, ran, ""My BMW has stopped"". Not impressed. I notice many other people having the same problem. BMW response is they are working on a solution. Don't they test the software before release? Or are they relying on the customers to do that for them? I also have no in car email. I had this issue a while ago and reported it. After a few weeks it worked again. Some time after that I got a call from customer support asking if it had been fixed. They clearly had no clue what was going on.",1,2021-04-12 13:01:29,negative,0,"Based on the text, I would choose the label:

**""DOESN'T WORK""**

This label captures the common theme of many users' experiences with the app, where they report issues such as the app not recognizing their car, failing to update vehicle status, or simply not functioning properly."
